Student ID,Age,Gender,Graduated high-school type,Scholarship type,Additional work,Regular artistic or sports activity,Total salary if available,Transportation to the university,Accommodation type in Cyprus,Mothers' education,Fathers' education,Number of sisters/brothers,Parental status,Mothers' occupation,Fathers' occupation,Weekly study hours,Reading frequency (non-scientific books/journals),Reading frequency (scientific books/journals),Attendance to the seminars/conferences related to the department,Impact of your projects/activities on your success,Attendance to classes,Preparation to midterm exams 1,Preparation to midterm exams 2,Taking notes in classes,Listening in classes,Discussion improves my interest and success in the course,Flip-classroom,Cumulative grade point average in the last semester (/4.00),Expected Cumulative grade point average in the graduation (/4.00),Course ID,OUTPUT Grade
1234,1,2,2,5,2,2,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,5,4.0
1235,2,1,2,3,1,2,1,2,1,1,1,2,1,2,3,1,1,1,1,3,1,1,1,2,3,1,2,4,2,5,4.0
1236,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1237,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,2,4.0
1238,1,2,2,2,1,2,2,1,2,2,3,3,1,2,3,4,2,1,1,1,1,1,1,3,2,3,2,3,2,7,4.0
1239,2,1,3,4,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,2,3,3,3,4.0
1240,2,2,1,2,2,1,2,1,1,5,3,3,1,4,3,2,3,2,1,1,1,2,2,2,1,2,2,3,3,3,4.0
1241,1,2,2,4,2,2,2,1,1,1,1,4,1,2,2,1,1,1,1,2,1,1,1,3,2,2,3,4,3,5,4.0
1242,2,2,2,3,1,1,1,1,1,3,2,4,1,3,2,2,3,2,1,1,1,1,1,3,2,3,1,4,4,1,4.0
1243,2,2,1,2,2,1,2,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1244,2,1,2,3,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,3,4.0
1245,2,1,2,4,1,1,4,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,8,4.0
1246,1,2,2,5,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,5,4.0
1247,2,2,1,2,2,1,2,1,1,4,3,3,1,3,3,3,3,2,1,1,1,2,2,2,2,2,3,2,2,5,4.0
1248,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1249,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1250,2,2,2,3,1,1,2,1,2,4,3,2,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,3,4.0
1251,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1252,1,1,1,4,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,4,3,8,4.0
1253,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1254,2,2,2,3,1,1,1,1,1,3,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1255,2,2,1,2,2,1,2,1,1,4,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1256,2,1,2,4,1,1,4,2,2,3,3,2,1,3,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,6,4.0
1257,2,1,2,4,1,1,3,2,2,3,3,3,1,3,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,5,4.0
1258,2,1,2,4,1,1,4,2,2,3,3,2,1,3,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,6,4.0
1259,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1260,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1261,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1262,2,2,1,3,2,1,2,1,1,4,4,3,1,3,3,2,3,2,1,1,1,2,2,2,2,2,3,2,2,4,4.0
1263,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1264,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1265,2,1,2,4,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,5,4.0
1266,2,1,2,4,1,1,3,2,2,3,4,2,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,4,3,5,4.0
1267,2,1,2,4,1,1,1,1,1,2,3,3,1,2,3,3,2,3,1,1,2,1,1,3,3,2,2,3,2,6,4.0
1268,1,2,2,5,2,2,3,1,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,3,2,3,2,4,3,7,4.0
1269,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1270,1,2,2,5,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,5,4.0
1271,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1272,2,1,2,4,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,5,4.0
1273,2,2,1,2,2,1,2,1,1,4,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1274,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,4,2,2,1,1,1,1,1,3,3,3,2,2,2,5,4.0
1275,1,2,2,5,2,2,3,1,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,3,2,3,2,4,3,7,4.0
1276,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1277,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,2,4.0
1278,2,1,2,4,1,1,4,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,8,4.0
1279,1,2,2,3,2,2,1,1,1,2,3,4,1,2,1,2,2,2,1,1,2,1,1,3,2,3,2,3,2,1,4.0
1280,2,1,2,4,1,1,4,2,3,3,4,2,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,8,4.0
1281,1,2,2,3,2,2,1,1,1,3,3,3,1,2,2,2,2,2,1,1,2,1,1,3,1,3,2,4,3,1,4.0
1282,2,2,1,2,2,1,3,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,3,2,5,4.0
1283,1,2,2,3,2,2,1,1,1,2,3,4,1,2,1,2,2,2,1,1,2,1,1,3,2,3,2,3,2,1,4.0
1284,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1285,2,2,2,3,1,1,1,1,1,3,2,3,1,3,2,2,3,2,1,1,1,1,1,3,2,3,2,4,3,1,4.0
1286,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1287,2,1,2,4,1,1,3,2,2,3,3,1,1,3,3,2,2,1,1,2,1,2,1,2,2,2,1,5,3,7,4.0
1288,2,1,2,3,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,1,1,1,2,2,1,2,4,2,6,4.0
1289,1,1,1,4,2,1,1,2,2,4,3,2,1,3,2,3,2,3,2,1,1,2,2,3,2,3,2,4,3,7,4.0
1290,1,2,2,4,2,2,2,1,1,1,1,4,1,2,2,1,1,1,1,2,1,1,1,3,2,2,3,4,3,5,4.0
1291,2,2,1,3,2,1,2,1,1,5,4,2,1,4,3,3,2,2,1,1,1,2,2,2,1,2,2,3,2,6,4.0
1292,1,1,1,4,2,1,1,2,2,3,3,2,1,3,2,4,1,2,2,1,1,1,2,3,2,3,1,4,3,8,4.0
1293,2,1,2,3,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,1,1,1,2,2,1,2,4,2,6,4.0
1294,1,2,2,4,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,2,4,3,3,4.0
1295,2,1,2,4,1,1,4,2,2,3,3,1,1,3,3,2,2,1,1,2,1,2,1,2,2,2,1,5,3,8,4.0
1296,1,2,2,1,1,2,1,1,2,2,3,4,1,3,3,4,2,1,1,1,1,2,1,3,2,3,2,2,2,5,4.0
1297,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1298,1,1,1,5,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,5,3,9,4.0
1299,1,1,1,4,2,1,1,2,2,4,3,2,1,3,2,3,2,3,2,1,1,2,2,3,2,3,2,4,3,7,4.0
1300,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1301,2,2,1,2,2,1,2,1,1,5,3,3,1,4,3,2,3,2,1,1,1,2,2,2,1,2,2,3,3,3,4.0
1302,1,2,2,4,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,2,4,3,3,4.0
1303,2,1,3,3,1,1,1,1,1,1,2,4,1,2,1,1,2,2,1,1,2,1,1,2,2,3,2,3,3,1,4.0
1304,2,1,2,4,1,1,3,2,2,3,4,2,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,4,3,6,4.0
1305,2,1,2,4,1,1,1,1,1,2,3,3,1,2,3,3,2,3,1,1,2,1,1,3,3,2,2,3,2,5,4.0
1306,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1307,1,1,1,4,2,1,1,2,2,4,3,2,1,3,2,3,2,3,2,1,1,2,2,3,2,3,2,4,3,8,4.0
1308,2,1,2,4,1,1,3,2,2,3,3,3,1,3,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,6,4.0
1309,1,2,2,3,2,2,2,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,2,4.0
1310,2,1,3,3,1,1,1,1,1,1,2,4,1,2,1,1,2,2,1,1,2,1,1,2,2,3,2,3,3,1,4.0
1311,2,1,2,4,1,1,1,1,1,2,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1312,2,1,3,3,1,1,1,1,1,1,2,4,1,2,1,1,2,2,1,1,2,1,1,2,2,3,2,3,3,1,4.0
1313,2,2,2,4,1,1,1,1,1,4,2,2,1,3,3,3,2,2,1,1,1,1,1,3,2,3,1,5,4,3,4.0
1314,2,2,1,2,2,1,2,1,1,4,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1315,1,2,2,1,1,2,1,1,2,3,3,4,1,3,3,4,2,1,1,1,1,2,1,3,2,3,2,2,2,5,4.0
1316,2,1,2,4,1,1,4,2,2,3,3,3,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,5,3,7,4.0
1317,2,2,2,3,1,1,1,1,1,3,2,3,1,3,2,2,3,2,1,1,1,1,1,3,2,3,2,4,3,1,4.0
1318,1,1,1,5,2,1,3,2,2,4,3,1,1,3,2,3,1,2,2,1,1,1,2,3,2,3,1,5,3,9,4.0
1319,1,2,2,3,2,2,1,1,1,2,2,3,1,2,2,2,2,2,1,2,2,1,1,3,2,2,3,3,2,2,4.0
1320,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1321,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1322,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1323,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,2,4.0
1324,1,2,2,2,1,2,1,1,2,2,2,4,1,2,3,4,2,1,1,1,1,1,1,3,3,3,2,3,3,4,4.0
1325,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1326,2,2,2,3,1,1,1,1,1,3,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,4,3,2,4.0
1327,2,1,2,3,1,1,1,1,1,3,3,4,1,3,4,2,3,3,1,1,2,2,1,3,2,2,2,2,2,4,4.0
1328,2,1,2,4,2,2,1,1,1,2,2,2,1,2,3,1,1,2,1,1,1,2,1,3,2,3,1,3,2,3,5.0
1329,2,1,2,3,1,1,1,2,2,2,2,2,2,3,3,3,3,2,1,1,1,1,1,2,1,2,1,3,3,5,5.0
1330,2,1,3,3,2,1,1,1,3,2,4,2,1,2,4,1,2,2,1,1,1,1,1,3,2,2,2,4,3,2,5.0
1331,2,2,2,3,2,1,1,1,1,3,3,3,1,2,3,3,2,2,1,1,1,1,1,3,3,2,2,4,3,1,5.0
1332,2,2,2,4,1,1,1,1,2,1,1,4,1,2,4,2,2,2,1,1,1,2,1,2,2,3,2,4,4,3,5.0
1333,2,1,2,3,2,1,2,1,2,1,2,4,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,3,2,1,5.0
1334,2,2,2,3,2,2,1,1,1,3,2,4,1,2,4,2,2,2,1,1,1,1,1,3,2,2,3,5,4,3,5.0
1335,2,2,2,3,2,2,1,1,1,3,2,4,1,2,4,2,2,2,1,1,1,1,1,3,2,2,3,5,4,3,5.0
1336,2,2,2,5,1,1,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,2,1,2,3,3,2,4,4,1,5.0
1337,1,2,2,4,2,2,1,1,3,1,3,1,1,2,4,2,2,2,2,1,2,1,1,3,3,3,3,4,4,1,5.0
1338,1,2,2,4,2,2,1,1,3,1,3,2,1,2,4,2,2,2,2,1,2,1,1,3,3,3,3,4,4,1,5.0
1339,2,2,2,3,2,2,1,1,1,3,2,5,1,2,5,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1340,2,2,3,4,2,2,1,4,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,2,2,4,3,2,5.0
1341,2,1,2,4,1,2,1,1,1,2,3,4,3,2,5,2,2,2,1,1,2,1,1,2,2,3,2,4,3,5,5.0
1342,1,1,2,4,2,2,1,3,2,1,1,4,1,2,3,3,2,2,2,1,2,1,1,3,2,2,1,5,3,6,5.0
1343,2,2,2,4,2,2,1,4,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,3,2,5,4,4,5.0
1344,1,2,3,5,1,1,1,2,3,3,4,1,1,2,1,2,2,3,1,1,1,1,1,3,2,2,1,4,3,7,5.0
1345,2,2,2,3,2,2,1,1,1,1,2,3,1,2,5,2,2,2,1,1,1,1,1,2,2,3,1,4,2,1,5.0
1346,2,2,2,4,1,1,1,1,2,1,1,4,1,2,4,2,2,2,1,1,1,2,1,2,2,3,2,4,4,3,5.0
1347,2,1,2,4,1,2,1,1,1,2,3,4,3,2,5,2,2,2,1,1,2,1,1,2,2,3,2,4,3,5,5.0
1348,1,2,3,3,2,1,2,1,2,1,3,3,1,2,3,2,1,2,1,2,2,1,1,3,2,2,2,4,4,1,5.0
1349,2,2,2,3,2,2,1,1,1,3,2,4,1,2,4,2,2,2,1,1,1,1,1,3,2,2,2,4,3,2,5.0
1350,1,2,2,4,2,2,1,1,3,1,3,1,1,2,4,2,2,2,2,1,2,1,1,3,3,3,3,4,4,1,5.0
1351,1,1,2,4,2,2,1,3,2,1,1,5,1,2,2,3,2,2,2,1,2,1,1,3,2,2,1,5,3,8,5.0
1352,2,2,2,3,2,2,1,1,1,3,2,5,1,2,5,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1353,2,1,2,4,2,2,1,2,1,2,2,3,1,2,2,2,1,2,1,1,1,2,1,3,2,3,1,4,2,6,5.0
1354,2,2,2,3,2,2,1,1,1,3,2,5,1,2,5,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1355,1,2,3,3,2,1,2,1,2,2,3,4,1,2,4,3,1,2,1,2,2,1,1,3,2,2,2,4,4,1,5.0
1356,2,1,2,3,1,1,1,2,2,2,2,2,2,3,3,3,3,2,1,1,1,1,1,2,1,2,1,3,3,7,5.0
1357,2,2,2,3,2,2,1,1,1,3,3,4,1,2,4,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1358,2,2,2,3,2,1,1,1,1,4,3,4,1,2,4,3,2,2,1,1,1,1,1,3,3,2,2,4,3,1,5.0
1359,2,1,2,4,2,2,1,2,1,2,2,3,1,2,2,2,1,2,1,1,1,2,1,3,2,3,1,4,2,6,5.0
1360,2,2,2,3,2,2,1,1,1,3,3,4,1,2,4,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1361,1,1,2,4,2,2,1,3,2,1,2,5,1,2,2,3,2,2,2,1,2,1,1,3,2,2,2,5,3,6,5.0
1362,2,2,2,3,2,1,1,1,1,1,3,5,2,2,4,3,2,3,1,1,1,1,2,3,2,3,3,5,4,2,5.0
1363,1,2,3,4,1,1,1,2,2,3,4,2,1,2,2,2,2,3,1,1,1,1,1,3,2,2,1,4,3,5,5.0
1364,1,2,2,4,2,2,1,1,3,1,3,1,1,2,4,2,2,2,2,1,2,1,1,3,3,3,3,4,4,1,5.0
1365,2,2,2,3,2,1,1,2,1,1,2,5,1,2,3,4,2,3,1,1,1,1,2,3,2,3,2,5,4,5,5.0
1366,2,2,2,4,2,2,1,4,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,3,2,5,4,5,5.0
1367,2,2,2,4,1,1,1,1,2,1,1,4,1,2,4,2,2,2,1,1,1,2,1,2,2,3,2,4,4,4,5.0
1368,1,2,3,4,1,1,1,2,2,2,3,2,1,2,1,2,2,3,1,1,1,1,1,3,2,2,1,4,3,5,5.0
1369,2,2,2,3,2,1,1,1,1,1,3,4,1,2,4,3,2,3,1,1,1,1,2,3,2,3,2,5,3,1,5.0
1370,2,2,2,4,2,2,2,1,2,1,3,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,3,3,1,5.0
1371,2,2,2,5,1,1,1,1,2,1,1,5,1,2,4,2,2,2,1,1,1,2,1,2,3,3,3,5,4,2,5.0
1372,2,2,2,3,2,2,1,1,1,3,2,5,1,2,5,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1373,2,2,3,4,2,2,1,3,2,2,2,3,1,3,2,2,2,2,1,1,1,1,1,3,2,2,2,4,3,1,5.0
1374,2,2,2,5,1,1,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,2,1,2,3,3,2,4,4,1,5.0
1375,2,2,2,3,2,2,1,1,1,3,2,5,1,2,5,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1376,2,2,2,4,2,2,1,4,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,3,2,5,4,5,5.0
1377,2,2,2,3,2,1,1,1,1,4,4,3,1,2,3,3,2,2,1,1,1,1,1,3,3,2,2,4,3,1,5.0
1378,2,2,2,3,2,2,1,1,1,2,2,4,1,2,5,2,2,2,1,1,1,1,1,3,2,2,2,5,3,2,5.0
1379,1,2,3,4,1,1,1,2,3,2,4,2,1,2,2,2,2,3,1,2,1,1,1,3,2,2,1,4,3,5,5.0
1380,2,1,2,4,1,2,1,1,1,2,3,5,3,2,5,1,2,2,1,1,2,1,1,2,2,3,2,4,3,3,5.0
1381,1,2,2,4,2,2,1,1,2,1,3,2,1,2,3,2,2,2,2,1,2,2,1,3,3,3,2,4,4,1,5.0
1382,2,1,2,4,2,2,1,1,1,2,2,2,1,2,3,1,1,2,1,1,1,2,1,3,2,3,1,3,2,3,5.0
1383,2,1,2,4,1,2,1,2,1,2,2,5,2,2,4,2,2,2,1,1,2,1,1,2,2,3,2,4,3,5,5.0
1384,2,1,2,3,2,1,2,1,1,1,2,5,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3,3,1,5.0
1385,1,2,3,3,2,1,2,1,2,1,3,3,1,2,3,2,1,2,1,2,2,1,1,3,2,2,2,4,4,1,5.0
1386,2,1,2,4,2,2,1,1,1,2,2,2,1,2,3,1,1,2,1,1,1,2,1,3,2,3,1,3,2,3,5.0
1387,1,1,2,4,2,2,1,4,2,1,1,5,1,2,1,3,2,2,2,1,2,1,1,3,2,2,1,5,3,9,5.0
1388,2,2,2,4,2,2,1,3,2,2,2,3,1,3,2,2,2,2,1,1,1,1,1,3,2,3,2,5,4,4,5.0
1389,2,2,2,4,2,2,1,4,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,3,2,5,4,4,5.0
1390,2,2,2,4,2,2,2,2,1,2,3,3,1,3,1,1,1,2,1,1,1,2,1,2,2,2,1,3,3,1,5.0
1391,2,2,2,3,2,1,1,1,1,1,3,4,1,2,4,3,2,3,1,1,1,1,2,3,2,3,2,5,3,1,5.0
1392,2,2,2,4,2,2,1,3,2,2,2,3,1,3,2,2,2,2,1,1,1,1,1,3,2,3,2,5,4,4,5.0
1393,2,2,2,3,2,1,1,1,1,1,3,4,1,2,4,3,2,3,1,1,1,1,2,3,2,3,2,5,3,1,5.0
1394,2,2,2,3,2,1,1,1,1,1,3,5,1,2,4,4,2,3,1,1,1,1,2,3,2,3,3,5,4,1,5.0
1395,2,2,2,4,2,2,2,1,1,1,3,3,1,2,1,1,1,2,1,1,1,3,1,2,2,2,1,3,3,1,5.0
1396,2,1,2,4,2,2,1,1,1,2,2,2,1,2,3,1,1,2,1,1,1,2,1,3,2,3,1,3,2,3,5.0
1397,2,1,2,4,1,2,1,1,1,2,3,5,3,2,5,1,2,2,1,1,2,1,1,2,2,3,2,4,3,3,5.0
1398,2,2,2,4,2,1,1,1,2,4,4,2,1,2,2,3,2,2,1,1,1,1,1,3,3,2,2,4,3,3,5.0
1399,2,2,2,3,2,1,1,1,1,4,3,4,1,2,4,3,2,2,1,1,1,1,1,3,3,2,2,4,3,1,5.0
1400,2,2,3,4,2,2,1,3,2,2,2,3,1,3,2,2,2,2,1,1,1,1,1,3,2,2,2,4,3,1,5.0
1401,1,1,2,4,2,2,1,3,2,1,1,4,1,2,2,3,2,2,2,1,2,1,1,3,2,2,1,5,3,7,5.0
1402,2,2,3,4,2,2,1,3,2,2,3,2,1,3,2,2,2,2,1,1,1,1,1,3,2,2,2,4,3,4,5.0
1403,2,1,3,3,2,1,1,1,3,2,4,2,1,2,4,1,2,2,1,1,1,1,1,3,2,2,2,4,3,2,5.0
1404,1,2,3,3,2,1,2,1,2,1,3,4,1,2,3,3,1,2,1,3,2,1,1,3,2,2,2,4,4,1,5.0
1405,2,2,2,3,2,2,1,1,1,3,3,4,1,2,4,2,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1406,2,2,2,3,2,2,1,1,1,2,2,4,1,2,5,2,2,2,1,1,1,1,1,3,2,2,2,5,3,2,5.0
1407,2,1,3,3,2,1,1,1,2,2,3,3,1,2,4,1,2,2,1,1,1,1,1,3,2,2,2,4,3,1,5.0
1408,1,2,3,3,2,1,2,1,2,2,3,4,1,2,4,3,1,2,1,2,2,1,1,3,2,2,2,4,4,1,5.0
1409,2,1,3,4,2,1,1,1,3,2,4,2,1,2,3,1,2,2,1,1,1,1,1,3,2,2,2,4,3,3,5.0
1410,2,2,2,3,2,2,1,1,1,2,2,5,1,2,5,3,2,2,1,1,1,1,1,3,2,2,3,5,4,2,5.0
1411,2,2,2,5,1,1,1,1,2,1,1,5,1,2,4,2,2,2,1,1,1,2,1,2,3,3,3,5,4,1,5.0
1412,2,1,2,3,1,1,1,1,2,1,2,2,2,2,4,3,3,2,1,1,1,1,1,2,1,2,1,3,3,9,5.0
1413,2,2,2,3,2,2,1,1,1,2,2,4,1,2,5,2,2,2,1,1,1,1,1,2,2,3,2,4,3,1,5.0
1414,2,1,2,4,2,2,1,1,1,2,2,2,1,2,3,1,1,2,1,1,1,2,1,3,2,3,1,3,2,3,5.0
1415,2,1,2,3,1,1,1,1,2,1,2,2,2,2,4,3,3,2,1,1,1,1,1,2,1,2,1,3,3,8,5.0
1416,2,2,3,4,2,2,1,3,2,2,3,2,1,3,2,2,2,2,1,1,1,1,1,3,2,2,2,4,3,4,5.0
1417,2,1,2,4,2,2,1,1,1,2,2,2,1,2,3,1,1,2,1,1,1,2,1,3,2,3,1,3,2,3,5.0
1418,1,1,2,4,2,2,1,4,2,1,1,5,1,2,1,3,2,2,2,1,2,1,1,3,2,2,1,5,3,8,5.0
1419,1,2,3,5,1,1,1,2,3,3,4,1,1,2,1,2,2,3,1,1,1,1,1,3,2,2,1,4,3,7,5.0
1420,2,2,2,5,1,1,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,2,1,2,3,3,2,4,4,1,5.0
1421,2,2,2,4,2,2,1,3,2,2,3,2,1,3,1,2,2,2,1,1,1,2,1,3,2,3,2,4,4,3,5.0
1422,1,2,2,4,2,2,1,1,2,1,3,2,1,2,3,2,2,2,2,1,2,2,1,3,3,3,2,4,4,1,5.0
1423,2,2,2,3,2,1,1,1,1,3,4,4,1,2,3,3,2,2,1,1,1,1,1,3,3,2,2,4,3,1,5.0
1424,2,2,3,4,2,2,1,4,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,2,2,4,3,1,5.0
1425,1,2,3,3,2,1,2,1,2,1,3,4,1,2,3,3,1,2,1,3,2,1,1,3,2,2,2,4,4,1,5.0
1426,1,2,2,4,2,2,1,1,3,1,3,1,1,2,4,2,2,2,2,1,2,1,1,3,3,3,3,4,4,1,5.0
1427,1,1,2,4,2,2,1,4,2,1,1,5,1,2,2,3,2,2,2,1,2,1,1,3,2,2,1,5,3,8,5.0
1428,2,1,2,4,1,2,1,2,1,2,2,5,2,2,4,2,2,2,1,1,2,1,1,2,2,3,2,4,3,5,5.0
1429,2,1,2,4,1,2,1,1,1,2,3,5,3,2,5,1,2,2,1,1,2,1,1,2,2,3,2,4,3,3,5.0
1430,2,2,2,4,2,2,1,3,2,2,3,2,1,3,2,2,2,2,1,1,1,1,1,3,2,3,2,4,4,6,5.0
1431,2,2,2,3,2,2,1,1,1,1,2,3,1,2,4,2,2,2,1,1,1,1,1,2,2,3,1,4,2,2,5.0
1432,2,1,2,3,1,1,1,2,2,2,2,2,2,3,3,3,3,2,1,1,1,1,1,2,1,2,1,3,3,6,5.0
1433,2,2,2,4,2,2,1,3,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,3,2,5,4,4,5.0
1434,1,2,3,4,1,1,1,2,2,2,3,2,1,2,1,2,2,3,1,1,1,1,1,3,2,2,1,4,3,5,5.0
1435,2,1,3,3,2,1,1,1,3,2,4,2,1,2,4,1,2,2,1,1,1,1,1,3,2,2,2,4,3,1,5.0
1436,2,2,3,4,2,2,1,4,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1,3,2,2,2,4,3,3,5.0
1437,2,2,2,5,1,1,1,1,2,1,1,5,1,2,4,2,2,2,1,1,1,2,1,2,3,3,3,5,4,1,5.0
